Column1,date,title,text,day,month,year,link
1753, 30 september 2014 kl. 13.05,Frias igen i 19 år gammalt mordfall,"Liksom i tingsrätten, där två ledamöter ville döma kvinnan för mord, är alltså även hovrätten för västra Sverige oenig. En ledamot ville döma för mord. Enligt åklagaren Stefan Lind vid åklagarkammaren i Göteborg är det nästan två decennier gamla mordfallet utanför Strömstad ovanligt av flera skäl. Rätten konstaterar visserligen att kvinnan och mannen träffats på en stig i närheten av hans bostad och att mannen avled i anslutning till mötet. Men den medicinska utredningen har inte kunnat visa att mannen dog på grund av yttre våld eller att kvinnan skulle ha använt en elpistol mot mannen. Lind kommer inte att överklaga domen. Uppgifterna kring den eventuella elpistolen går isär, och inte heller har någon sådan hittats. Dessutom är det svårt att minnas detaljer på ett bra sätt efter så lång tid, enligt rätten. ",30,september,2014,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/G16ek9/frias-igen-i-19-ar-gammalt-mordfall
1754, 16 mars 2015 kl. 21.01,Lugnt Vilksmöte under polisbevakning,"Omkring ett hundratal personer kom till hans föredrag i Karlstad som avlöpte lugnt. Centrala Karlstad spärrades av under några timmar på måndagseftermiddagen och kvällen. Utanför Gamla Wemlandsbankens lokaler höll poliser med automatvapen vakt medan Karlstadborna nyfiket gick förbi. Polisen beslutade även att sätta upp en tillfällig kameraövervakning. Hur många poliser som deltog vill inte Tommy Lindh, presstalesman vid Värmlandspolisen, uppge men han säger att det var en extra stor kommendering på grund av hotbilden mot Vilks. Ett hundratal åhörare och ett stort medieuppbåd närvarade vid föreläsningen som gick under temat Charllie Hebdo och yttrandefrihetens gränser. Vilks föredrag blev omkring 45 minuter försenat på grund av den säkerhetskontroll som alla fick genomgå. Efteråt berättade han att det kändes speciellt att hålla en föreläsning igen efter attacken i Danmark. I nuläget vet inte Lars Vilks, som lever på hemlig ort, när han ska framträda igen. Han var kritisk mot universitetets beslut att neka föreläsningen där. Det var även Paula Holst, ordförande i Utrikespolitiska föreningen i Karlstad, som arrangerade mötet. En av åhörarna var Camilla Cederstedt, 40 år. Hon kom dels för att hon är intresserad av utrikespolitik, dels av nyfikenhet. ",16,mars,2015,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/wE9MaG/lugnt-vilksmote-under-polisbevakning
1755,NULL,NULL,NULL,NULL,NULL,NULL,https://www.aftonbladet.se/nyheter/a/J1LnMP/svenskar-i-skrackfangelse
1756, 06 augusti 2014 kl. 11.28,Livstids fängelse för gängledare,"Den friande domen mot en 22-årig man, som åtalats för att ha varit inblandad i morden, står också fast. Mordet på en 61-årig man i Nässjö var ett rent misstag. Det tänkta offret var en granne, som kommit i konflikt med OG sedan han anlitat organisationen för en indrivning. ",06,augusti,2014,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/Mg95M5/livstids-fangelse-for-gangledare
1757, 10 september 2014 kl. 13.44,NULL,"I går avslöjade Aftonbladet att den livstidsdömde dubbelmördaren Anders Eklund har anhållits som skäligen misstänkt för mordet på Jasmina, 6, som försvann från småländska Sävsjö 1997. Men det kan finnas fler fall där Anders Eklund är intressant, säger Leif GW Persson, pensionerad polisprofessor som bland annat lett arbetet med cold cases, olösta grova brott. Pernilla Hellgren mördades år 2000, men det dröjde ända till 2008 då Anders Eklund dömdes innan mordet fick sin upplösning. Men det finns fler likheter. Men lastbilschauffören ­Eklund har kunnat visa upp en körjournal som säger att han vistats 100 mil från Göteborg när Malin mördades. Under onsdagen förhörs Anders Eklund om mordet på Jasmina, och den pensionerade polisprofessorn tror inte att det finns fler barnamord där Anders Eklund kan vara aktuell. Men det finns många andra mindre grova våldsbrott där Anders Eklund kan komma att bli intressant, enligt GW. Polisen har redan konstaterat att det finns nästan 400 fall från slutet av 1980-talet till 2008 då han greps där Anders Eklund kan ha befunnit sig i närheten. Bland dem finns flera mord och försvinnanden. Och Leif GW Persson berättar att arbetet med att koppla Anders Eklund till olösta sexualbrott redan har börjat. ",10,september,2014,https://www.aftonbladet.se/nyheter/a/ngM0xB/leif-gw-eklund-ar-intressant-i-flera-fall
1758,NULL,NULL,Tomas von Brömssen om relationen till Sten-Åke Cederhök ,NULL,NULL,NULL,https://www.aftonbladet.se/nyheter/a/e16J8l/han-adopterade-mig-nastan
1759, 30 augusti 2014 kl. 17.02,En anhållen efter mordförsök,Polisen vill inte uppge hur allvarliga skador 17-åringen fått. ,30,augusti,2014,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/VRdj5V/en-anhallen-efter-mordforsok
1760,NULL,Vem lägger blommor på Falks grav?," Följ Aftonbladet Plus på Facebook Vi har kört i två och en halv mil från Tidaholm, förbi stugor som spritter av snickarglädje, genom en vacker skog av höga och välväxta furor. ",NULL,NULL,NULL,https://www.aftonbladet.se/nyheter/a/1kxRxK/vem-lagger-blommor-pa-falks-grav
1761, 30 augusti 2014 kl. 11.25,En anhållen efter knivskärning,"Polis är nu på väg till den knivskurne 17-åringen, som befinner sig på sjukhus. Själva brottet, som ska ha skett vid Älvängens tågstation, inträffade efter att de tre männen hamnat i gräl, enligt polisen. ",30,augusti,2014,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/Mg9jO0/en-anhallen-efter-knivskarning
1762, 10 september 2014 kl. 01.30,Gängledare överklagar till HD,"I sin inlaga till HD förnekar mannen, som är vice ordförande i kriminella nätverket Original Gangsters, att han är skyldig till brotten. Han dömdes i hovrätten för att ha skjutit ihjäl en 61-årig man i Nässjö i februari 2013 och senare också dödat en 43-åring i Bergsjön i Göteborg. ",10,september,2014,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/0ErW5E/gangledare-overklagar-till-hd
1763, 13 april 2015 kl. 10.45,NULL,"Svensken om Hollywoodkarriären, att spela  Kinnaman har numera Los Angeles som bas. Han äger ett hus där, men det myckna filmandet gör att han inte är där särskilt ofta. Han tror att han under 2015 högst kommer att tillbringa några veckor där. Han fick sitt internationella genombrott i  Och filmer i det gamla hemlandet Sverige? Jodå, det finns med i planerna. ",13,april,2015,https://www.aftonbladet.se/nojesbladet/film/a/kaBJvQ/joel-kinnaman-jag-var-med-i-en-fanig-science-fiction-film
1764, 28 januari 2015 kl. 16.21,NULL,"Det var på eftermiddagen  den 25 november  På onsdagen häktades två personer för mordet. Männen, 32 och 33 år gamla, är misstänkta på sannolika skäl, men nekar till brott. Han vill inte gå in på om hans klient har alibi för morddagen. De två männen anhölls i sin frånvaro redan den nionde januari, men greps först i måndags. Förutom mordet är de också misstänkta för grova vapenbrott. Ytterligare tre män sitter häktade som misstänkta för medhjälp till mordet. Häktningsförhandlingen hölls under stort säkerhetspådrag i Attunda tingsrätt på onsdagen. Personal från polisens piketenhet vaktade både i och utanför tingssalen beväpnade med automatvapen. När de två misstänkta personerna fördes till häktet eskorterades kriminalvårdens bilar av flera polispatruller. Onsdagens häktning är ett led i polisens och åklagarens arbete med att klara upp en lång rad brutala våldsbrott i Stockholms undre värld förra året. Enigt uppgift till Aftonbladet ska den döde 32-åringens namn ha figurerat i anslutning till flera mord. I september förra året sköts en av mannens vänner till döds i Axelsberg. Det mordet tros ha varit en hämnd för dödsskjutningen av en 51-årig mångmiljonär på Djurgården förra våren. ",28,januari,2015,https://www.aftonbladet.se/nyheter/a/6n5OWW/tva-haktade-for-gangstermord
1765, 13 juni 2015 kl. 11.28,Svensken som är ett undantag i finanstoppen,"Frågorna ligger som ett täcke av snömos över de 1 200 personer samlade till den pladderfestival som går under namnet World Economic Forum, som på vintern samlas i Davos och vid den här tiden på året i  De stora elefanterna är där, Nelson Mandelas änka, Graça Machel, den evige Jimmy Carter, Gordon Brown, FN-höjdare, näringslivsmän som Uni­levers vd, svenska biståndsministern, miljöpartisten Isabella Lövin med flera. I säkerhetsfixerad stämning sammanträder de bakom fyra meter höga stängsel. Paranoian är befogad. Afrika som fortfarande för tre-fyra år sedan var framtidshoppet bland världens kontinenter - nio av de femton snabbast ­växande ekonomierna i världen är ­afrikanska - är nu spelplats för fyra av världens ­värsta terrororganisationer. I denna laddade miljö dök en svensk ­företagare upp, den 45-årige Niclas Kjellström-Matseke, svenska Postkodlotteriets skapare. Han var fylld av optimism och planer. Kjellström-Matseke är en hybrid av ­Eddie Murphy och Barack Obama, intensiv som den ene, cool som den andre. Hans modersmål är värmländska. ",13,juni,2015,https://www.aftonbladet.se/nyheter/kolumnister/a/4dxEyq/svensken-som-ar-ett-undantag-i-finanstoppen
1766, 03 september 2014 kl. 17.04,Dubbla åtal mot mordmisstänkt man,Mannen åtalas där för att bland annat ha rånat tre kvinnor på deras mobiltelefoner och hotat att klippa av dem fingrarna och döda dem om de inte följde med honom. Händelsen inträffade i mars i fjol. Drygt en månad senare greps 29-åringen i Oslo anklagad för att ha knivskurit den svenska kvinnan till döds och svårt skadat hennes pojkvän. 29-åringen har tidigare dömts för bland annat grov misshandel och olaga frihetsberövande. ,03,september,2014,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/qn3mXe/dubbla-atal-mot-mordmisstankt-man
1767, 19 augusti 2014 kl. 07.54,Allvarligt skottskadad i Bergsjön,Flera personer larmade om skottlossningen och när polisen kom dit hittade de mannen liggande utanför entrén till ett bostadshus. Han fördes till sjukhus allvarligt skadad. Mannen hålls nersövd och har ännu inte hörts av polisen. Vittnen har sett flera personer springa från brottsplatsen men ingen hade gripits tidigt i morse. Det är man ganska övertygade om eftersom offret inte tidigare är känd av polisen. Utredningen gäller försök till mord alternativt dråp. ,19,augusti,2014,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/rL9nje/allvarligt-skottskadad-i-bergsjon
1768, 17 augusti 2014 kl. 09.43,Man sköts i benet i Göteborg,En teknisk undersökning har gjorts på platsen och flera tomhylsor har hittats. Det finns ingen gripen misstänkt för brottet som polisen rubricerar som försök till mord eller dråp. ,17,augusti,2014,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/3jV5mA/man-skots-i-benet-i-goteborg
1769, 10 oktober 2014 kl. 11.22,Skärpt straff för mord på kioskägare,"För den yngre brodern, som var 17 när mordet begicks, fastställs straffet på tre och ett halvt års sluten ungdomsvård. Efter dådet flydde båda bröderna utomlands, efterlystes internationellt och greps i Kosovo - först den yngre och senare hans storebror - och utlämnades till Sverige. Männen får avräkna tiden som de suttit fängslade utomlands från sina straff. ",10,oktober,2014,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/7ljQov/skarpt-straff-for-mord-pa-kioskagare
1770, 26 september 2014 kl. 01.52,Ung man höggs ihjäl i Göteborg,"Vid 20-tiden larmades polisen till Kungstorget i Göteborg där en man enligt Ulla Brehm, presstalesperson vid polisen i Göteborg, blödande ramlat ihop. Vittnen har berättat att mannen gått över Basarbron från Kungsparken kort innan han kollapsade på torget. Polisen misstänker att mannen knivhuggits i parken, något bland annat blodspår vittnar om. Ett stort område var på torsdagskvällen avspärrat. Enligt uppgift hade han fått flera hugg, både i ryggen och på framsidan av kroppen. Sent i natt meddelades att 19-åringen dog på sjukhus av sina skador och ärendet rubriceras nu som mord. Under natten genomfördes en teknisk undersökning på platsen och polisen har också genomfört dörrknackning i området. Ulla Brehm säger att flera personer stått i en klunga i parken i samband med dådet. 19-åringen var sannolikt en av dem. Polisen kommer nu bland annat att sammanställa vittnesuppgifter. 19-åringen var känd av polisen sedan tidigare. Vid en rättegång i september förra året beskrev han att han under senare tid genomfört stora positiva förändringar i sitt liv och inte längre var i behov av vård för sitt missbruk. ",26,september,2014,https://www.aftonbladet.se/nyheter/a/J1pLPb/ung-man-hoggs-ihjal-i-goteborg
1771, 16 juli 2014 kl. 16.11,Död kvinna inte mördad,"Men de släpptes under tisdagen, och på onsdagen lades förundersökningen ner efter att kvinnan obducerats. ",16,juli,2014,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/a28JaO/dod-kvinna-inte-mordad
